37.3756,-118.0795,4.4,1.4
34.1456667,-116.7051667,2.11,1.03
33.671,-116.7138333,16.26,0.34
-5.4402,146.7613,241.44,5.3
33.303,-116.7425,16.72,1.13
-6.6736,130.3493,105.45,5
39.7926,-120.6527,7.5,1.3
33.4883333,-116.7818333,2.15,0.41
33.5036667,-116.7936667,3.67,0.58
17.8832,120.7018,21.37,4.7
33.1893333,-116.1528333,10.04,1.15
37.0112,-116.2199,5.7,0.5
19.1966,-64.8605,62,2.68
33.4001667,-116.4088333,10.62,0.78
33.4698333,-116.5946667,10.75,0.82
62.4509,-149.5542,23.9,1.9
33.5343333,-116.7258333,4.33,0.32
36.2763329,-120.848999,6.97,2.12
38.8994,-119.6315,2.7,0.7
33.9933333,-116.4346667,5.02,1.33
35.9573326,-120.8986664,5.12,0.53
-7.1155,68.8738,10,4.7
38.2845,-118.7694,1,1.2
38.8115005,-122.7883301,2.8,0.81
40.4307,-116.4453,12,2
32.9931667,-117.6806667,13.28,1.53
38.8204994,-122.7900009,0.73,2.37
36.2903,68.6713,45.3,4.4
33.5021667,-116.7945,3.81,0.78
-29.1619,-177.0918,37.51,5.6
38.8248329,-122.7908325,0.91,0.42
18.1935,-67.1445,25,2.06
64.9727,-149.1745,5,1.4
38.7888336,-122.746666,1.17,1.35
13.0165,-81.1315,10,4.2
33.4941667,-116.7886667,3.95,0.58
13.0333,-81.1699,10,4.4
17.9166,-68.5188,126,3.19
64.9179,-148.6022,14.4,1.8
38.3101,-118.7675,4.3,1.2
62.7365,-146.4441,30.7,2.2
33.4843333,-116.7851667,4.65,0.61
61.5011,-151.6571,78.1,2.7
19.3904991,-155.1049957,0.53,2.07
58.7412,-153.7323,0,1.9
38.8575,-118.8772,9.7,1.1
13.159,-81.1606,10,6
65.3304,-148.4897,10.1,1.7
33.4933333,-116.7835,4.24,0.65
48.4158,155.0325,35,4.6
33.5303333,-116.7316667,3.04,1.47
59.9557,-149.1163,16.5,2.9
18.8136,-64.5658,117,3.37
64.9866,-147.3968,5.7,1.5
39.7713,-120.654,7.2,1.6
35.78,28.4212,10,4.5
39.7037,-119.3373,8.1,-0.2
33.3278333,-116.35,9.95,1.02
60.0986,-147.5737,16.8,2.1
58.7289,-153.6385,8,2
33.4861679,-116.7791672,2.67,0.79
13.1956,-81.2093,10,4.6
-22.6915,-176.0066,42.45,4.8
38.8351669,-122.7854996,1.82,0.64
39.7907,-120.6653,8.3,1.2
49.01483333,-118.3535,1.86,2.12
36.4869995,-121.067337,6.07,1.39
35.6925,-115.4943,14.6,0.2
34.1266667,-117.7796667,4.07,1.3
45.0415,38.7173,10,4.3
34.1148333,-116.906,12.54,1.26
60.6141,-148.6249,14.3,1.9
65.1971,-167.4015,10,2.8
-47.9307,165.46,10,5.8
18.6563,-66.6421,25,2.35
19.4071674,-155.2886658,-0.37,2.35
34.1308333,-117.7628333,4.96,1.41
33.9538333,-117.7368333,16.32,1
35.9433333,-117.5003333,2.28,0.67
33.9193333,-116.8168333,4.31,0.98
63.8929,-148.6962,6.6,2.1
33.5131667,-116.7955,2.71,0.42
33.5126667,-116.7976667,3.59,0.88
33.5081667,-116.7985,3.58,1.19
36.6773,-116.2612,4.2,-0.2
45.0303,38.6633,10,4.3
36.1081,-97.8532,4.74,2.4
38.9009,142.53,27.28,3.9
61.9863,-150.271,10.7,1.5
19.3999996,-155.2418365,1.91,1.71
38.8154984,-122.80867,0.89,1.17
38.8156662,-122.8330002,3,0.31
19.4279995,-155.3096619,-1.03,2.35
65.0377,-147.0578,2.3,1.5
27.3835,96.8676,49.07,4.2
19.4748,-68.0106,22,3.18
19.5485,-68.8206,25,3.4
39.7929,-120.6623,7.4,0.8
9.3144,-70.6351,20.16,5.1
39.79,-120.6576,7.9,1.2
59.4513,-153.0498,75.9,2
64.9836,-147.3857,0,1.4
39.1127,-117.263,15.1,1.6
46.2,-122.1813333,2.12,0.14
63.638,-145.7099,16.6,1.1
61.5763,-147.0145,24.2,1.7
33.464,-116.4451667,6.77,0.73
46.60116667,-119.8045,7.55,0.53
18.1235,-67.1185,18,2.08
38.8118324,-122.7908325,2.32,1.21
69.6329,-144.3248,7.74,3.2
18.7695,-66.105,46,1.68
36.6968,71.2719,195.61,4.1
58.7705,-152.4735,75.6,2.5
61.602,-149.6236,27.2,2
34.1348333,-116.8423333,7.23,1.12
33.7768333,-116.1028333,6.41,1.06
58.2739,-155.5717,2,2.3
19.3393326,-155.1486664,3.69,1.72
33.5061667,-116.8005,3.92,0.47
38.7876663,-122.7360001,1.3,1.16
62.1696,-150.0448,19.7,1.5
64.8786,-148.8444,34,1.4
18.0435,-67.0058,15,1.66
36.0144,-116.1024,14.5,0
36.0221,-116.0763,3.2,1.8
63.3489,-147.7023,71.5,1.5
19.2553329,-155.3829956,31.48,2.13
-21.1183,-175.5379,10,5.4
36.7442,-116.2458,4.3,-0.2
33.4446667,-116.6415,16.1,0.6
64.9957,-153.197,0,1.9
38.7896652,-122.7618332,0.75,1.52
62.2975,-150.3823,18.8,1.6
33.4913333,-116.7865,4.74,0.45
33.9815,-116.9226667,7.47,0.84
35.9898,-116.0589,15.8,-0.2
62.7841,-152.6529,0,1.7
36.0307,-116.0932,3.7,0.5
-33.883,56.1844,10,5.3
39.2274,-120.0909,8.4,0.5
36.4443,-116.2033,10.4,0.7
38.8286667,-122.7438354,0.5,1.19
61.6151,-146.2462,43.6,1.3
46.8868333,-112.527,13.16,1.42
33.9526667,-117.0358333,15.25,0.9
38.8221664,-122.856163,1.88,0.87
45.36666667,-121.6996667,1.02,0.84
33.989,-116.931,7.19,1.45
34.001,-117.0155,15.8,1.22
34.2335,-117.2541667,14.07,1.4
33.9863333,-116.9318333,7.44,1.55
36.4369,-116.199,10.2,0.2
61.3439,-151.466,71.9,0.8
32.9243333,-116.3146667,6.51,0.92
19.333334,-155.1846619,0.48,1.85
19.3110008,-155.3713379,37.88,2.08
38.8069992,-122.8180008,2.47,0.93
36.2054,-116.7735,7.3,-0.2
46.903,-112.5165,12.25,1.23
36.4435,-116.1993,9.6,0.1
32.9238333,-116.3191667,4.95,1.79
33.9985,-117.2113333,13.48,0.62
36.4429,-116.201,9.3,0.1
34.3146667,-116.8096667,9.27,1.31
33.3348333,-116.1915,10.83,1.18
33.5011667,-116.7878333,3.13,0.21
19.2075005,-155.3914948,32.15,1.75
36.6674,-116.3053,5.1,-0.3
63.0253,-150.9096,118.6,2.3
18.8391,-67.3573,6,2.84
38.757,-122.7118301,0.37,1.1
61.6135,-146.64,31.3,1.7
37.2812,-116.0503,7.7,-0.2
36.9906,-116.2256,3.4,0.2
33.7681667,-116.9538333,15.71,0.94
63.5215,-150.7154,10.2,0.8
-6.6889,150.6475,10,5.1
60.7617,-150.5028,52.3,1.6
36.0523338,-120.6413345,-0.73,0.67
-17.5152,-178.8475,538.04,4.2
59.5082,-153.3812,101.2,1.9
36.9889,-116.1914,8.5,-0.3
38.916832,-122.9100037,3.97,1.62
64.0815,-148.8079,8.9,2.2
58.8875,-153.7562,0,2
61.5661,-146.3635,28.4,1.7
59.8983,-151.8312,54.2,2.3
38.8203316,-122.7896652,0.82,1.09
60.9532,-149.1153,23.4,1.7
32.0696678,-115.1863327,24.62,2.94
61.7323,-150.838,46.5,1.9
60.195,-141.2992,0,1.4
59.783,-153.4919,136.2,2.5
19.5331,-64.8045,46,3.7
61.8987,-149.986,14.4,1.5
33.8131667,-116.9498333,7.21,1.39
39.6281,-117.003,12.2,1.6
64.7899,-150.8431,9.3,1.8
58.8416,-136.7474,5.9,2.6
18.9255,-67.089,38,2.48
19.442667,-155.5995026,-0.61,1.7
60.2015,-152.452,96.9,2.1
33.9185,-116.3156667,7.46,1.06
19.4023342,-155.2825012,0.52,1.73
37.1438,-116.2828,9,0
37.0811,-115.8542,1.5,-0.1
32.933,-116.27,7.63,1.24
38.8258324,-122.8560028,2.16,1.6
36.9002,-116.0008,2.8,0.2
36.0735016,-89.8218307,14.33,2.11
32.9255,-116.3118333,4.64,0.94
59.7247,-153.0164,97.9,2.2
36.9695,-115.9932,5.1,-0.1
18.813,-65.1225,62,2.83
38.7938347,-122.8040009,0.82,1.12
65.7296,-147.9097,0,1.6
61.5823,-150.5952,2.5,1.9
18.4861,-67.5065,17,1.75
6.0918,126.1516,133.17,4.6
37.9307,-118.5727,4.9,0.8
62.0879,-150.2533,34,1.4
19.3253326,-155.1900024,1.8,2.42
37.3038,-115.8388,14.3,0.2
33.4913333,-116.8048333,1.82,0.55
33.3505,-115.8803333,4.47,1.11
33.4935,-116.798,2.09,0.74
36.5851,70.7979,213.98,4.2
58.8557,-153.8076,8.2,2.6
32.9295,-116.3081667,5.13,1.44
33.693,-116.7978333,5.71,0.39
61.8894,-144.1078,7.3,1.6
33.3651667,-116.2881667,5.09,0.68
13.3058,-89.4746,54.07,4
19.4061661,-155.4898376,6.56,1.8
60.3282,-141.8377,1.1,1.5
18.0598,-66.286,53,2.06
63.104,-150.784,120.2,2.1
36.6746667,-121.3098333,4.83,1.76
60.0013,-141.6124,1.5,2.7
37.0516,-116.4116,13.2,-0.1
60.9708,-147.2638,19.9,1.2
36.9945,-116.2275,5,0.5
19.0876667,-155.3933333,39.26,2.01
43.6055,-110.8488333,2,0.33
43.5933333,-110.8503333,5,0.72
18.1213,-66.8731,14,1.88
62.5601,-149.8065,58.1,1.5
33.8636667,-116.7633333,14,0.92
34.0213333,-117.1766667,15.64,1.16
63.1862,-150.6758,128.2,2.2
34.0223333,-117.1823333,16.66,1.38
38.8213333,-122.8481667,1.63,0.23
19.3996667,-155.2651667,1.68,2.05
38.836834,-122.7866669,0.86,1.05
38.838,-122.7861667,0.99,1.1
38.8375,-122.7861667,0.84,0.5
19.5008,-67.9038,135,3.14
20.6423,-68.2136,23.23,2.8
49.35133333,-120.5966667,-1.5,2
-14.8083,-73.9628,93.25,4.6
64.9942,-147.4007,3.2,1.4
63.2228,-151.348,14.2,1
33.5116667,-116.7968333,3.34,0.47
17.9736,-66.3726,12,2.03
-56.7272,-25.6508,10,4.9
33.516,-116.795,4.11,0.29
19.6114998,-156.0628357,11.11,1.93
19.162,-67.9025,108,2.99
17.9438,-66.383,8,2.01
33.5106667,-116.794,3.71,0.64
37.551,-118.8413333,1.87,0.44
42.3082,84.6857,10,4.4
64.9956,-153.2227,0.8,1.7
34.2121667,-117.493,1.47,1.26
46.84366667,-121.7608333,0.39,1.14
18.8466,-67.4396,20,2.3
38.8358345,-122.8274994,1.93,1.94
46.83716667,-121.7603333,0.37,1.53
38.8233333,-122.7876667,1.44,0.83
33.4866667,-116.7873333,4.66,0.84
59.9261,-151.8663,67,1.7
46.20116667,-122.1798333,1.24,0.71
19.383667,-154.9816742,3.68,1.86
62.3721,-149.6271,28.6,1.6
36.9807,-116.0842,41.6,-0.2
-24.0751,-66.8166,170.93,4.6
61.5125,-150.7294,61.6,1.2
59.5432,-152.8925,91.4,1.4
7.0558,-77.9626,10,4.9
34.2465,-118.418,7.43,1.24
33.5198333,-116.7948333,4.17,0.61
36.6394,-113.3676,6.7,1.2
62.0439,-149.7517,38.7,1.9
36.0331667,-120.6058333,1.35,0.78
63.2985,-152.2159,18.7,1.5
61.5761,-151.2403,11.6,0.7
34.0091667,-117.1185,9.17,2.03
34.0503333,-117.3863333,16.84,1.37
33.3516667,-117.1045,13.59,0.97
33.4963333,-116.788,6.7,0.53
63.1481,-149.856,87,1.9
35.7028333,-121.0195,8.13,2.01
3.3059,125.037,41.08,4.9
36.1861667,-118.096,0.37,2.01
33.492,-116.79,4.75,0.61
33.4476667,-116.9585,16.74,0.67
19.2008333,-155.3965,32.23,1.73
36.635,-121.2518333,9.79,1.37
61.68,-150.7599,66,3
33.3591667,-116.4245,10.09,1.04
37.6216667,-118.9453333,5.13,0.23
34.4363333,-85.0358333,9.46,2.72
61.9812,-149.7201,21.1,1.3
31.0507,-103.3132,5,3.1
18.4456,-67.5276,17,1.81
37.1821,141.1721,46.76,5.2
33.1873333,-115.6023333,2.64,1.33
33.1843333,-115.604,2.8,1.68
37.3636667,-118.5425,7.19,1.48
18.2126,-67.1731,64,1.82
63.0116,-150.8988,117.9,2
43.5935,-110.85,5,0.88
33.5135,-116.7943333,3.9,0.46
33.514,-116.7965,3.66,0.44
58.3755,-155.049,4.37,0.17
58.3878333,-155.0655,6.3,0.2
33.3205,-116.3353333,8.9,0.74
38.8218346,-122.7946701,2.23,1.89
33.187,-115.5906667,1.99,0.91
33.6901667,-116.809,16.13,1.93
63.2737,-151.2577,0,1.6
33.3265,-116.3913333,5.13,0.97
51.6025,-178.1861667,14.1,2.83
18.6621,-64.5303,55,3.28
39.6289,-119.9609,3,1.1
38.8208351,-122.7906647,0.87,1.62
69.626,-144.5795,10,3.1
33.5018333,-116.7985,2.01,0.29
17.8011,-66.883,29,1.93
64.8513,-148.9728,11.8,1.4
60.0679,-139.5301,1.4,1.7
36.568,-121.1156667,7.78,1.35
39.2266,-120.1039,9,0
36.971,-116.5252,11.6,0.6
61.6692,-150.7683,9.1,2.5
-56.2619,-26.9851,82.85,5.6
62.2158,-150.0932,20,1.3
36.0395,-117.7733333,0.77,0.92
37.6033333,-118.9458333,5.99,0.8
40.7815,-115.9722,3.1,1.9
36.2671667,-120.7111667,5.3,1.97
33.5091667,-116.4898333,13.9,0.71
33.6608333,-116.7458333,18.32,0.79
40.2191667,-122.1323333,19.1,2.56
17.949,-66.3765,9,2.27
37.1501667,-121.5366667,7.2,1.19
58.8305,-153.694,10.1,1.9
17.9485,-66.3801,12,1.99
58.8404,-153.7436,12.1,1.8
59.7954,-153.2854,113.5,1.6
40.2171667,-122.1325,19.08,2.32
38.8201675,-122.8416672,2,1.1
37.7876667,-122.1945,10.8,1.05
60.6068,-150.6949,39,1.3
38.8134995,-122.8261642,1.63,1.63
64.9113,-148.9308,19.1,1.3
61.7512,-150.7974,50.6,1.5
33.5131667,-116.7953333,3.67,0.33
38.7843323,-122.9065018,3.42,1.33
33.5008333,-116.799,2.79,1.45
33.4925,-116.7825,5.29,0.34
38.8251648,-122.8554993,2.28,0.92
36.7345,-116.3048,11.7,-0.2
19.4258333,-155.6125,-1.43,1.21
33.4811667,-116.802,3.67,0.24
33.9206667,-116.7358333,10.9,0.52
52.0558333,-176.1085,-0.13,-0.1
17.4795,147.6355,10,4.6
36.193,-120.7656667,7.57,1.11
29.3424,142.3121,10,4.7
38.8144989,-122.8216629,1.95,1.35
39.2259,-120.0996,9.2,0.5
33.268,-116.2545,26.05,0.69
39.2322,-120.1143,8.6,0.6
17.9515,-66.3848,12,2
18.2301,-67.1398,20,1.66
37.162,-117.6987,12.1,1.6
33.5135,-116.7965,3.97,0.41
19.4411659,-155.6139984,-1.43,1.8
63.9612,-149.7352,1.9,1.7
18.5136,-67.4538,12,2.49
64.9102,-148.976,21.9,1.2
33.6651667,-117.0296667,14.85,0.62
59.8282,-151.9553,63.8,1.4
64.4318,-150.3734,3.8,1.8
63.2654,-150.4413,48.1,1.8
45.3647,-116.1708,10,3
36.5716667,-121.1661667,3.54,1.15
-22.2315,-68.7306,122.62,4.5
52.046,-176.073,4.9,-0.11
58.8194,-153.6997,5,1.3
39.5478,-120.3773,6.9,1.3
58.8255,-153.6883,9.8,2.2
33.3486667,-116.2003333,9.64,0.98
62.6714,-150.6557,83.7,1.6
63.145,-151.5297,0,1.7
33.4871667,-116.79,6.61,0.54
9.8961,-84.1803,10,3.8
33.3123333,-116.347,11.02,1.74
64.6755,-149.2197,21.9,1.6
62.4618,-151.1731,81.6,1.7
34.0818333,-117.3126667,15.59,1.07
18.6796,-67.406,9,2.55
33.5063333,-116.7953333,3.89,0.72
36.9885,-116.1875,10.8,0.3
58.2731667,-155.2301667,-0.3,0.07
18.567,-66.8723,15,2.17
37.5798333,-118.8561667,2.99,0.72
37.4428333,-118.8958333,2.39,0.78
61.0534,-148.4717,0,1.4
40.9483,-116.5046,0,1.2
33.6376667,-116.6925,13.96,0.53
18.1243,-68.2266,152,3.29
61.3723,-140.0821,0.8,1.8
37.2858333,-122.2013333,4.28,2.04
37.0856667,-121.515,-0.22,0.88
36.5601667,-121.0651667,9.64,1.36
61.1983,-152.2888,7.1,0.9
64.9873,-153.2482,5.9,1.6
38.8413315,-122.8766632,1.85,1.39
38.8011665,-122.8215027,0.78,1.02
64.9669,-153.1869,12.5,3.3
33.5083333,-116.7958333,4.05,0.74
53.5154,-165.345,55.4,2.3
33.4833333,-116.7926667,4.31,0.62
37.1758,-115.34,1,0.4
60.3727,-151.698,65.8,1.7
32.924,-116.3165,5.25,0.97
32.921,-116.31,6.6,1.12
18.3203,-67.5738,15,2.69
19.4279995,-155.2598267,0.05,1.86
59.9884,-152.4606,67.5,1.1
62.9276,-151.2373,104.3,2.7
63.1085,-151.0989,21.3,2.1
36.9198,-97.9274,5,3.1
38.7923317,-122.7581635,1.4,1.41
33.508,-116.7956667,3.91,0.76
19.0161667,-155.3773333,36.58,1.93
33.502,-116.8,2.97,1.23
19.4095001,-155.2765045,0.47,1.85
37.3736667,-118.7756667,13.29,0.99
-21.0557,-178.5288,527.77,5.3
33.4943333,-116.787,4.38,0.72
35.53,-120.8236667,5,1.99
19.338,-155.1155,4.51,2.2
45.8683333,-111.37,2.8,1.59
61.713,-151.0055,52.2,2.1
37.0685,-121.5101667,6,1.28
36.4446667,-89.5366667,9.14,2.86
64.7789,-150.9339,12.3,1.3
11.2504,-87.8482,10,4.5
37.4205,-118.4928333,7.71,0.35
65.5193,-167.1712,16.35,3.5
58.694,-152.9542,59,2.1
33.2668333,-116.2096667,9.86,1.37
-31.9179,-69.7216,116.73,4.5
36.6645,-121.2958333,4.11,0.98
-12.7387,167.0128,206.25,5.1
65.5743,-166.7991,13.4,3.6
64.9812,-147.2906,0.1,1.4
61.5418,-148.0109,10,1.5
32.2271667,-115.2455,19.7,2.45
60.6054,-151.2337,50.7,1.6
58.2853,-156.2846,190.4,2.7
64.9214,-148.6149,22,1.2
33.4598333,-116.454,2.55,1.93
63.0113,-150.6821,88.9,2
38.8048325,-122.7811661,1.53,0.6
19.4248333,-155.3068333,3.19,2.1
18.1465,-67.2083,21,2.05
34.0476667,-117.0445,11.87,1.28
52.2081,-170.534,42.52,4
38.8103333,-122.7611694,-0.17,0.97
38.8078346,-122.7626648,-0.08,2.02
63.1589,-150.5677,119.1,2.3
36.54,21.0943,35.5,4.2
45.8623333,-111.353,3.92,1.43
19.2275,-155.3833333,31.39,1.71
61.5357,-146.4329,32.8,1.6
45.8585,-111.3626667,3.74,2.46
36.2205,-120.8083333,6.28,1.17
33.495,-116.7933333,2.35,0.58
46.8661667,-112.522,15,1.93
60.9416,-147.2243,17.5,1.7
60.9316,-147.2192,22.7,1.3
18.139,-67.2768,17,2.04
64.9925,-153.252,3.2,1.6
45.8525,-111.3468333,3.94,1.65
37.0505,-116.4115,15,0.5
39.2406,-120.1074,9.6,0.3
37.3503333,-121.7086667,7.52,0.98
36.8498333,-121.3816667,9.57,1.81
35.7288333,-121.131,8.53,1.95
-54.2006,-137.4542,10,5.9
37.3756,20.4602,19.63,4.6
52.0411667,-176.1506667,4.45,-0.04
61.8286,-148.4941,19.9,1.2
46.00683333,-122.4473333,15.11,0.56
46.0155,-122.4356667,14.31,1.61
33.4963333,-116.792,3.77,0.79
63.1282,-149.5391,78.8,2.2
10.3257,-62.1864,18.84,4.7
19.2998,-66.482,25,2.43
33.4998333,-116.7945,4.03,0.51
33.1418333,-116.5611667,16.61,0.82
45.8653333,-111.3591667,4.12,1.74
33.489,-116.7876667,3.91,0.54
33.6238333,-116.848,2.87,0.53
60.2439,-150.9883,55.5,1.7
33.4926667,-116.7855,3.78,0.55
52.066,-176.1193333,0.83,0.52
38.8235016,-122.8503342,1.03,1.23
19.4026661,-155.4708405,7.66,1.8
38.7573318,-122.7258301,1.81,1.13
35.2056667,-117.5566667,0.19,1.34
64.9739,-153.2531,3.2,1.6
59.5477,-151.9576,55.9,1.5
65.1388,-153.4521,5.7,2.5
54.4981667,-164.7036667,2.17,0.75
37.406,-119.0143333,2.34,0.92
63.5027,-151.0113,5.6,1.6
32.8891667,-116.5515,13.09,0.86
38.821167,-122.8421631,1.93,1.19
33.4963333,-116.776,6.26,0.31
64.9988,-153.1842,0,1.6
33.5086667,-116.7908333,2.89,0
64.7911,-150.9217,14.8,1
56.9908333,-157.5668333,4.51,2.56
62.6168,-150.3965,63.1,1.6
33.7076667,-118.2318333,7.48,1.57
36.5945,-121.2003333,3.93,0.8
19.1994991,-155.5046692,33.21,1.87
19.3875,-155.1043333,1.51,1.07
38.8235016,-122.8554993,2.05,0.55
38.7830009,-122.7218323,0.93,1.39
33.6228333,-116.6853333,11.97,0.93
52.061,-176.1281667,5.03,0.13
69.894,-144.4422,0,2
47.9755,-121.5416667,5.4,1.21
37.2289,20.5556,10,4.6
33.4955,-116.81,1.63,0.28
48.6395,-123.1026667,21.53,1.23
33.3608333,-116.2575,4.76,0.76
-17.1316,168.251,48.94,4.8
37.6703333,-118.8626667,2.27,0.52
33.4613333,-116.4183333,12.5,1.06
65.2121,-151.757,14,2.1
36.1516685,-118.0709991,2.12,1.43
69.5636,-144.8656,0,2
-20.1541,-173.9731,10,4.8
59.9205,-153.4091,129.1,2
33.1886667,-115.593,2.49,1.25
37.4108333,-119.016,-1.23,0.95
36.0398333,-120.6025,2.93,0.5
33.5203333,-116.798,4.13,0.47
37.4065,-119.0591667,15.13,1.85
37.4928333,-118.8403333,5.55,1.67
60.1928,-151.8173,63.5,2.3
36.0471667,-120.6538333,1,0.88
19.1983333,-155.5018333,35.03,2.06
19.1903333,-155.4998333,34.5,1.75
61.9134,-150.993,60.8,1.6
18.114,-66.0953,27,2.11
69.6041,-144.9637,10,3
67.8166,-150.3862,0,1.8
35.6395,-120.9475,4.6,1.36
60.7585,-149.2921,24.8,2
33.1666679,-115.6393356,2.65,1.53
33.5006667,-116.7928333,4.22,0.51
61.9048,-149.9469,32.9,1.6
19.1923333,-155.498,33.72,1.8
34.155,-117.364,2.04,0.8
18.481,-65.9081,104,2.12
62.2505,-149.6654,57.7,1.5
62.0275,-151.8898,106.7,1.8
62.7592,-151.3537,92.5,1.3
18.0085,-66.455,17,1.6
33.492,-116.7533333,12.49,0.44
60.9309,-150.8435,27.6,1.5
34.2668333,-117.5485,10.36,1.62
37.2149,42.4069,10,4.2
60.3098,-151.9389,77.1,1.6
34.0376667,-117.2533333,16.51,1.14
63.3561,-151.5613,0,1.3
39.3343,-120.0183,8.1,0.6
62.7172,-149.5481,69.7,1.3
40.4076667,-125.4068333,19.58,3.13
59.5933,-137.7943,0,2.3
40.4368333,-124.2308333,29.19,1.87
38.7861671,-122.7440033,1.32,0.44
17.8983,-65.8973,7,2.47
39.3363,-120.0184,7.9,0.7
61.3144,-147.2221,16.5,1.7
34.2443333,-116.9121667,8.13,1.23
37.455,-121.7718333,5.26,1.08
38.7639999,-122.7334976,1.53,1.27
62.2146,-141.6443,0,1.8
63.1853,-150.8103,24.3,1.8
52.0485,-176.141,3.41,-0.21
33.4881667,-116.7928333,4.17,0.5
63.0201,-150.9918,120.1,2.9
62.8843,-151.0554,100.4,3.3
33.4933333,-116.7846667,4.45,0.43
33.6298333,-116.6168333,16.15,0.72
33.5023333,-116.9346667,2.76,0.3
19.4041672,-155.2823334,0.25,1.71
59.7454,-152.992,84.7,2.1
62.7734,-148.8777,10.1,1.4
32.9313333,-116.2211667,8.7,0.94
33.502,-116.8048333,1.86,0.45
38.4188,-118.8858,16,0.9
60.8232,-152.145,11.9,1
61.5382,-151.5304,70,1.4
18.6218,-66.7705,79,2.42
39.3372,-120.0185,8.1,1.3
33.39,-116.8468333,10.26,0.42
38.8368333,-122.8098333,2.37,0.45
38.8313333,-122.792,1.7,0.7
38.8293333,-122.7921667,1.57,0.19
62.5685,-150.7734,72,1.3
36.1036667,-117.8486667,8.32,1.18
27.155,53.7433,10,4.7
60.8852,-149.3178,20,1.7
43.5,-71.6305,5,1.9
36.4476667,-89.536,9.74,3.1
38.8238333,-122.8091667,1.3,1.52
38.8228333,-122.8093333,1.27,1.03
38.8065,-122.819,2.72,1.16
33.2050018,-115.5776672,2.22,1.21
52.0616667,-176.1231667,2.79,-0.09
35.9631667,-120.5275,9.01,0.39
-16.1957,-172.7831,73.41,4.6
38.055,-122.2265,7.32,0.89
33.8911667,-116.7153333,9.35,0.96
52.0655,-176.1395,3.09,0.01
19.2851,-66.5588,12,2.67
40.6029,-119.6591,12.8,2.4
38.7806667,-122.7388333,1.33,1.24
38.8059998,-122.8193359,2.41,0.8
38.8078333,-122.82,2.52,1.03
36.1901667,-120.7641667,7.3,2.09
38.8175011,-122.8235016,0.38,0.81
19.2275,-66.465,7,2.57
47.9495,-122.4123333,28.26,1.69
64.9236,-147.3267,5.4,1.4
44.298,-120.9073333,-1.33,2.17
37.451,-118.5391667,5.94,1.41
36.9406,-117.6087,9,0.5
69.6143,-144.383,10,2.5
19.4034996,-155.2833405,0.21,1.74
38.8373333,-122.8366667,1.56,0.29
63.4958,-147.94,0,1.5
52.703,-174.4211,193.51,4.7
